COTE	DATE	LIEU	DEPARTEMENT	DIM	TITRE	latitude	longitude	DESCRIPTION	PHOTOGRAPHE	COLLECTION	UID
26 FI 409	1948-1972	Saint-Quay-Portrieux	_	24 x 18	La plage du Casino (n° d'épreuve 28.342).	48.65	-2.833333		Henrard	Collection Photographique Henrard	532e147c-618b-4e6c-bad2-0bffc79eee90
39 FI 299	s.d. [1906-1925]	Saint-Quay-Portrieux	_	4,5 X 6	Les falaises, la pointe de l'Isnin.	48.65	-2.833333		vallee	Collection photographique Vallée	53533e33-cff7-4e8e-af04-e36f96bada72
39 FI 298	s.d. [1906-1925]	Saint-Quay-Portrieux	_	6 X 13	Plage du Châtelet.	48.65	-2.833333		vallee	Collection photographique Vallée	5434167a-59b2-43ed-b742-5b5d55139c03
39 FI 346	1925	Saint-Quay-Portrieux	_	4,5 X 6	Défilé des marins de l'escadre militaire dans les rues.	48.65	-2.833333		vallee	Collection photographique Vallée	55587e02-47b0-4338-ae84-9f22acba48dd
19 FI 455	s.d. [1906-1936]	Saint-Quay-Portrieux	_	9 X 14	Plage et île de la Comtesse.	48.65	-2.833333		Lacombe	Collection photographique Lacombe	58eb0c6a-ebb2-4fd5-9396-b4b381b8d946
19 FI 461	s.d. [1906-1936]	Saint-Quay-Portrieux	_	9 X 14	Grotte de l'Isnin.	48.65	-2.833333		Lacombe	Collection photographique Lacombe	5cb9b085-8603-4fe1-95dc-1e694d573107
19 FI 465	s.d. [1906-1936]	Saint-Quay-Portrieux	_	9 X 14	Pointe de Saint-Quay.	48.65	-2.833333		Lacombe	Collection photographique Lacombe	5d4de5ae-da1b-412e-b171-0fab14975e55
39 FI 257	[vers 1906-1925]	Saint-Quay-Portrieux	_	4,5 X 6	Bateau à voile dans le Portrieux.	48.65	-2.833333		vallee	Collection photographique Vallée	5e961728-2968-482c-a3da-14ead08eea29
39 FI 266	s.d. [1906-1925]	Saint-Quay-Portrieux	_	4,5 X 6	La grande plage et la ville.	48.65	-2.833333		vallee	Collection photographique Vallée	6061ef47-2968-448e-b931-d7673cd67c99
39 FI 336	1925	Saint-Quay-Portrieux	_	4,5 X 6	Un enfant regarde l'arrivée de l'escadre militaire.	48.65	-2.833333		vallee	Collection photographique Vallée	617d6b90-5049-42d6-a295-786dffbbf80b
39 FI 261	s.d. [1906-1925]	Saint-Quay-Portrieux	_	4,5 X 6	Groupe d'enfants regardant les bateaux dans le Portrieux.	48.65	-2.833333		vallee	Collection photographique Vallée	63ccd680-d04d-4889-ad8f-78dce5f9785b
20FI48	vers 1934	Saint-Quay-Portrieux	_	9 X 10	La Pointe de l'Isnin.	48.65	-2.833333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	644422c0-31aa-4199-a4be-d40ca61a736e
20FI50	vers 1934	Saint-Quay-Portrieux	_	9 X 10	"Piscine ; Pointe de l'Isnin."	48.65	-2.833333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	648401a4-b425-4e70-be60-227b6183dd1e
39 FI 297	s.d. [1906-1925]	Saint-Quay-Portrieux	_	6 X 13	Les trois plages.	48.65	-2.833333		vallee	Collection photographique Vallée	652cd1f2-ba67-4081-b398-4a514adfb39e
44 FI 5	s.d. [1904-1908]	Saint-Quay-Portrieux	_	8,5 x 10	Le marché aux pots.	48.65	-2.833333		Delepine	Collection Photographique Delépine	6532f5b5-da00-45db-9400-b4a9284720ab
19 FI 451	s.d. [1906-1936]	Saint-Quay-Portrieux	_	9 X 14	La grande plage.	48.65	-2.833333		Lacombe	Collection photographique Lacombe	65afa404-b8fe-4227-859f-e9a58189f703
39 FI 369	[vers 1925]	Saint-Quay-Portrieux	_	4,5 X 6	Manoir de Kertugal.	48.65	-2.833333		vallee	Collection photographique Vallée	67b24d24-acf4-46e8-9107-cb7cf7181926
39 FI 333	s.d. [1906-1925]	Saint-Quay-Portrieux	_	4,5 X 6	Escadre militaire au large.	48.65	-2.833333		vallee	Collection photographique Vallée	67fa2db3-d63c-4eda-ba55-943b0e21fd56
39 FI 347	1925	Saint-Quay-Portrieux	_	6 X 13	Défilé des marins de l'escadre militaire dans les rues.	48.65	-2.833333		vallee	Collection photographique Vallée	6bbe587a-9b6f-40a1-ab72-6851d6bab77d
39 FI 282	s.d. [1906-1925]	Saint-Quay-Portrieux	_	6 X 13	La grande plage.	48.65	-2.833333		vallee	Collection photographique Vallée	6d0f21ed-b213-4704-9e31-18daebc1c38a
39 FI 288	s.d. [1906-1925]	Saint-Quay-Portrieux	_	6 X 13	La grande plage.	48.65	-2.833333		vallee	Collection photographique Vallée	6f86a399-900e-49ef-8d25-c8ac1baacc02
39 FI 361	s.d. [1906-1925]	Saint-Quay-Portrieux	_	4,5 X 6	Maison sur la falaise.	48.65	-2.833333		vallee	Collection photographique Vallée	70647b36-c27a-45bb-b766-75803fd561b2
39 FI 348	1925	Saint-Quay-Portrieux	_	6 X 13	Marins de l'escadre militaire parmi la foule au Portrieux.	48.65	-2.833333		vallee	Collection photographique Vallée	737a460d-98ae-4ff6-abca-f670f3394016
44 FI 7	s.d. [1904-1908]	Saint-Quay-Portrieux	_	8,5 x 10	Bataille de boules de neige dans une rue.	48.65	-2.833333		Delepine	Collection Photographique Delépine	747fe836-f57c-4472-bc98-952674ae77cf
19 FI 458	s.d. [1906-1936]	Saint-Quay-Portrieux	_	9 X 14	Ile de la Comtesse.	48.65	-2.833333		Lacombe	Collection photographique Lacombe	76f3c6b4-1a4a-4f03-bc14-9936b7fb89c8
39 FI 260	s.d. [1906-1925]	Saint-Quay-Portrieux	_	4,5 X 6	Enfants jouant dans le Portrieux.	48.65	-2.833333		vallee	Collection photographique Vallée	784bb09c-f810-410c-b9a9-70e9cd9727a5
39 FI 350	1925	Saint-Quay-Portrieux	_	4,5 X 6	Rue.	48.65	-2.833333		vallee	Collection photographique Vallée	78ac1f4f-2342-495e-aa53-6f43efe78b36
39 FI 365	s.d. [1906-1925]	Saint-Quay-Portrieux	_	4,5 X 6	Villa.	48.65	-2.833333		vallee	Collection photographique Vallée	7ac99244-0495-4d75-bb41-126f946f4812
19 FI 459	s.d. [1906-1936]	Saint-Quay-Portrieux	_	9 X 14	Grottes de l'Isnin.	48.65	-2.833333		Lacombe	Collection photographique Lacombe	7ae8bee1-a107-4ef6-afb7-674e29aa1c54
39 FI 371	s.d. [1906-1925]	Saint-Quay-Portrieux	_	4,5 X 8	Chèvre dans un pré.	48.65	-2.833333		vallee	Collection photographique Vallée	7af52950-d6a4-4f25-ab63-4f71c35a27c5
19 FI 450	s.d. [1906-1936]	Saint-Quay-Portrieux	_	9 X 14	La grande plage.	48.65	-2.833333		Lacombe	Collection photographique Lacombe	7cb78f8e-eca5-496c-97fa-3be452f540c3
39 FI 291	s.d. [1906-1925)	Saint-Quay-Portrieux	_	4,5 X 6	La grande plage.	48.65	-2.833333		vallee	Collection photographique Vallée	7e1bbc0d-6fae-4ef0-afa2-6c2d6bb9d198
26 FI 417	1948-1972	Saint-Quay-Portrieux	_	24 x 18	La plage du Casino (n° d'épreuve 14.101).	48.65	-2.833333		Henrard	Collection Photographique Henrard	7f3702ea-37d4-4a07-b71d-f58477d0b0b2
