COTE	DATE	LIEU	DEPARTEMENT	DIM	TITRE	latitude	longitude	DESCRIPTION	PHOTOGRAPHE	COLLECTION	UID
26 FI 220	1948-1972	Penvenan	_	24 x 18	Vue générale du Port-Blanc avec la Sentinelle et le rocher du Voleur (n° d'épreuve 14.139).	48.833333	-3.366667		Henrard	Collection Photographique Henrard	99923687-5d30-4a5c-9f6b-fdf48d0d099b
39 FI 202	[vers 1906]	Penvénan	_	8,5 X 10	Port-Blanc : le rocher de la Sentinelle et le village.	48.833333	-3.366667		vallee	Collection photographique Vallée	01c77a28-9218-44d3-941f-cb5697e1d5c0
19 FI 228	s.d. [1906-1936]	Penvénan	_	9 X 14	Cale de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	086a3892-157b-49e5-bb0e-8e4a18480d25
39 FI 213	[vers 1906]	Penvénan	_	6 X 13	Embarquement des passagers aux environs de Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	0fb8be1f-40a1-4c41-8f6b-77ba496070b4
19 FI 221	s.d. [1906-1936]	Penvénan	_	9 X 14	Maisons sur l'île Saint-Gildas.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	15a5795a-50f5-4144-9778-8c9f8d6f91ea
39 FI 210	[vers 1906]	Penvénan	_	6 X 13	Voilier à l'embarcadère.	48.833333	-3.366667		vallee	Collection photographique Vallée	1cb3fd77-17b8-4619-8fcd-78bf5b16065d
19 FI 242	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers en bord de mer.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	20296e2c-a35f-4b3c-bb60-4ad479845132
19 FI 204	s.d. [1906-1936]	Penvénan	_	9 X 14	Vue générale du littoral.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	22a2a73e-b5d5-4a63-bd03-1d81c4124859
19 FI 208	s.d. [1906-1936]	Penvénan	_	9 X 14	Plage de la sentinelle. Le bourg.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	2b57de3e-883c-4d12-8feb-971acb8a1dc9
39 FI 201	[vers 1906]	Penvénan	_	10 X 8,5	Port-Blanc : vue générale.	48.833333	-3.366667		vallee	Collection photographique Vallée	2b7396f5-05bf-4e88-b414-3b0202072c39
39 FI 212	[vers 1906]	Penvénan	_	6 X 13	Embarcadère aux environs de Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	2d154864-3637-46c8-894d-a9a56b3b1a98
39 FI 209	[vers 1906]	Penvénan	_	6 X 13	Embarcadère à Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	2f82a95b-0136-435e-add5-525f882b2b20
19 FI 245	s.d. [1906-1936]	Penvénan	_	9 X 14	Eglise Nôtre-Dame du Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	31ab6914-ee38-42e9-a26d-62da64a4cd1f
19 FI 217	s.d. [1906-1936]	Penvénan	_	9 X 14	Château de Crec'h Bleiz.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	34bd1de4-1163-4639-a569-c5abe77e5c66
19 FI 211	s.d. [1906-1936]	Penvénan	_	9 X 14	Digue de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	39f372d1-f941-4e72-bfe1-e04a6e907e55
19 FI 220	s.d. [1906-1936]	Penvénan	_	9 X 14	Maison sur l'île Marquer ou Buguélès.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	39fa9b2f-61a2-4d57-84d8-26675dca5d7c
19 FI 236	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers du Voleur.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	3b242663-6e5f-46cf-acae-da213d7c6c1a
19 FI 235	s.d. [1906-1936]	Penvénan	_	9 X 14	Rocher du Voleur.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	4493fb9d-f2f1-4002-8ce5-35e0b4a40aa5
19 FI 210	s.d. [1906-1936]	Penvénan	_	9 X 14	Rue Anatole Le Braz.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	4a2061e2-ecb8-4a85-975c-c1a1c20ffe9a
19 FI 246	s.d. [1906-1936]	Penvénan	_	9 X 14	Eglise Nôtre-Dame de Port-Blanc. Intérieur.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	520d05c6-b943-4ff7-ba64-11ecee7ee5b1
39 FI 211	[vers 1906]	Penvénan	_	6 X 13	Voilier et ses passagers aux environs de Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	5913472e-ecc0-48dd-ac37-62e290aeba4d
19 FI 207	s.d. [1906-1936]	Penvénan	_	9 X 14	Vue générale sur les rochers et une île.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	5afe4daa-d48d-497d-9f10-db8001d485dc
19 FI 237	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers du Voleur.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	5ca5890a-d4c7-4ebf-848b-8ac63fe8b7cb
19 FI 216	s.d. [1906-1936]	Penvénan	_	9 X 14	Maisons de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	665ffa8c-e551-4e27-9cd9-6cb5f01fec54
19 FI 215	s.d. [1906-1936]	Penvénan	_	9 X 14	Grand Hôtel de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	69fddc17-b460-4b6c-bca6-167da8050175
19 FI 233	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers de la Grande Passe.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	6c8fd0bc-6d1f-431c-bab4-bd6530e69c50
19 FI 209	s.d. [1906-1936]	Penvénan	_	9 X 14	Plage de la sentinelle. Rue Anatole Le Braz.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	6edeb839-40b6-4fbc-a5bf-f76beadfd15a
39 FI 203	[vers 1906]	Penvénan	_	8,5 X 10	Port-Blanc : le rocher de la Sentinelle.	48.833333	-3.366667		vallee	Collection photographique Vallée	736f31d7-7d83-4944-944e-4b3f70444618
39 FI 215	[vers 1906]	Penvénan	_	8,5 X 10	Rochers à Port- Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	74a6697b-68e8-442c-892d-e889e7302e6b
19 FI 219	s.d. [1906-1936]	Penvénan	_	9 X 14	Maison d'Ambroise Thomas sur l'île Illiec.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	7c5f7248-710c-4c56-a93d-dfa531369c99
19 FI 241	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers en bord de mer.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	8081de10-62e0-4bfc-852f-71ec7d4598db
19 FI 231	s.d. [1906-1936]	Penvénan	_	9 X 14	Ile du Château.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	820592fd-dda0-496c-9725-7f46531f0dbb
39 FI 219	[vers 1906]	Penvénan	_	6 X 13	Rocher à Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	832abbce-879e-4232-9054-4b05d6cc8f43
19 FI 212	s.d. [1906-1936]	Penvénan	_	9 X 14	Rocher de la sentinelle. Digue de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	873b74d9-7a05-4f19-8aba-be829acefedb
39 FI 216	[vers 1906]	Penvénan	_	6 X 13	Rochers à Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	89d8184b-5394-4cdc-9670-191357076b04
39 FI 214	[vers 1906]	Penvénan	_	8,5 X 10	Rochers à Port- Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	8a2980a9-cadb-4337-84af-47f5993d9790
19 FI 226	s.d. [1906-1936]	Penvénan	_	9 X 14	Cale de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	8eb3149a-2c4e-4dba-ab1a-d65100714422
19 FI 205	s.d. [1906-1936]	Penvénan	_	9 X 14	Vue générale sur les îlots.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	8f5f55ab-68b0-4cd3-ab2c-1be4fcf52f65
19 FI 214	s.d. [1906-1936]	Penvénan	_	9 X 14	Rocher de la sentinelle.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	8fad3693-11f8-49d6-ad9f-d56328135984
19 FI 224	s.d. [1906-1936]	Penvénan	_	9 X 14	Maisons et plage de Roc'h Annick.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	9636498c-85c6-4032-995b-5b5a97f06764
19 FI 202	s.d. [1906-1936]	Penvénan	_	9 X 14	Vue générale de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	987df53d-e2b1-479b-88b6-aff1fb09a55e
19 FI 244	s.d. [1906-1936]	Penvénan	_	9 X 14	Chemin creux.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	9aef09ad-0db0-4e79-8610-2d0306186ac6
19 FI 203	s.d. [1906-1936]	Penvénan	_	9 X 14	Vue générale du bourg et du littoral.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	9bebbd03-e55b-49b3-a8e9-095513a7f599
39 FI 205	[vers 1906]	Penvénan	_	6 X 13	Port-Blanc : femme et enfants sur la plage.	48.833333	-3.366667		vallee	Collection photographique Vallée	9e3764e6-5c50-48a2-9c0b-fd65c17515ee
19 FI 239	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	a225a3a8-d84c-4e6b-a43c-3f3375161f0a
39 FI 217	[vers 1906]	Penvénan	_	10 X 8,5	Rocher du voleur à Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	a3d5bfff-69e7-4800-8edf-bccee34ab9f6
19 FI 222	s.d. [1906-1936]	Penvénan	_	9 X 14	Plage de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	a8be491d-efb8-44e4-bded-43839e9c15cc
19 FI 225	s.d. [1906-1936]	Penvénan	_	9 X 14	Plage de l'île du château.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	a9db7038-fdad-4ecc-8a43-a2e29b198a0e
19 FI 243	s.d. [1906-1936]	Penvénan	_	9 X 14	Chemin bordé d'arbres.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	aa60c5d8-4347-4428-b5e1-3b8e01ee72f5
19 FI 234	s.d. [1906-1936]	Penvénan	_	9 X 14	Rocher du Voleur.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	b149e078-7f60-460d-9bb1-82d17b9fdd47
39 FI 206	[vers 1906]	Penvénan	_	8,5 X 10	Port-Blanc : la grêve et les iles.	48.833333	-3.366667		vallee	Collection photographique Vallée	b15f830e-e0ec-43e4-9d87-3da002b6a6fc
19 FI 206	s.d. [1906-1936]	Penvénan	_	9 X 14	Vue générale sur les îlots.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	b85de344-9298-4f2e-9630-24156d1b968d
19 FI 218	s.d. [1906-1936]	Penvénan	_	9 X 14	Manoir du Pellinec.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	b984eb33-526a-4e67-8f67-40727e0a55d3
39 FI 204	[vers 1906]	Penvénan	_	6 X 13	Port-Blanc : les chevaux sur la grève.	48.833333	-3.366667		vallee	Collection photographique Vallée	b99caa25-10c1-49f4-b81c-6452e02f2b7e
19 FI 240	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers en bord de mer.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	beb872f3-4dca-48dd-a531-1b686f060281
19 FI 227	s.d. [1906-1936]	Penvénan	_	9 X 14	Cale de Port-Blanc. Ile Saint-Gildas.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	ca4f812a-3fcd-40a2-9be3-5f0c70341598
19 FI 213	s.d. [1906-1936]	Penvénan	_	9 X 14	Rocher de la sentinelle.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	d2621d5e-9ca1-41ff-9ee9-0ac3911e17bc
19 FI 232	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers de la Grande Passe.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	da330b80-ecf2-4c94-a029-420ce79f35a7
19 FI 229	s.d. [1906-1936]	Penvénan	_	9 X 14	Cale de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	da49f46e-b51b-48f3-9274-3b3674c4bb1c
19 FI 230	s.d. [1906-1936]	Penvénan	_	9 X 14	Amer de l'île Saint-Gildas.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	e7a06051-952e-47b3-9123-4e2486e11943
39 FI 208	[vers 1906]	Penvénan	_	8,5 X 10	Port-Blanc : les îles.	48.833333	-3.366667		vallee	Collection photographique Vallée	ee5bd785-69f3-488a-aece-a802e3a4d237
39 FI 219	[vers 1906]	Penvénan	_	6 X 13	Rocher à Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	f71202a0-0335-42cf-873b-bc5624c9186c
19 FI 238	s.d. [1906-1936]	Penvénan	_	9 X 14	Rochers de Port-Blanc.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	f7617384-324e-43eb-96ff-19e16268926d
19 FI 223	s.d. [1906-1936]	Penvénan	_	9 X 14	Plage de Roc'h Annick.	48.833333	-3.366667		Lacombe	Collection photographique Lacombe	fab524cb-ac7e-4bf8-a8a1-2fbfc88690ee
39 FI 207	[vers 1906]	Penvénan	_	10 X 8,5	Port-Blanc : la grève et les îles	48.833333	-3.366667		vallee	Collection photographique Vallée	fcd35cc4-8308-4b70-a5ed-fc6c17d27a77
39 FI 218	[vers 1906]	Penvénan	_	10 X 8,5	Falaise à Port-Blanc.	48.833333	-3.366667		vallee	Collection photographique Vallée	fd6a3f82-ad7f-46b6-9096-d7fcab36b423
26 FI 224	1948-1972	Perret	_	24 x 18	Etang des Salles et de la campagne environnante (n° d'épreuve 18.251).	48.183333	-3.15		Henrard	Collection Photographique Henrard	29de255c-a611-4928-9a85-26f7cf156e20
26 FI 222	1948-1972	Perret	_	24 x 18	Etang des Salles (n° d'épreuve 18.252).	48.183333	-3.15		Henrard	Collection Photographique Henrard	37496f25-2827-400d-9e83-cb7e093c85bf
26 FI 223	1948-1972	Perret	_	24 x 18	Etang des Salles (n° d'épreuve 18.253).	48.183333	-3.15		Henrard	Collection Photographique Henrard	67fc2da0-89fe-479a-964f-bd4d1100bd63
19 FI 247	s.d. [1906-1936]	Perret	_	6 X 9	Chapelle Nôtre-Dame de Guernané.	48.183333	-3.15		Lacombe	Collection photographique Lacombe	88a30055-3b09-4134-9f73-6fba376915d1
26 FI 225	1948-1972	Perret	_	24 x 18	Etang des Salles et de la campagne environnante (n° d'épreuve 18.250).	48.183333	-3.15		Henrard	Collection Photographique Henrard	ef07ad6e-7744-4e4d-bf48-9cef87ea0570
26 FI 255	1948-1972	Perros-Guirec	_	24 x 18	Plage de la Bastille (n° d'épreuve 14.155).	48.816667	-3.45		Henrard	Collection Photographique Henrard	05ddc60d-8f6a-4512-877f-743b073618c2
26 FI 246	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la côte (n° d'épreuve 506).	48.816667	-3.45		Henrard	Collection Photographique Henrard	06cecc81-bd14-4679-8ebb-24e1e9c4378f
26 FI 243	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestraou (n° d'épreuve 494).	48.816667	-3.45		Henrard	Collection Photographique Henrard	07a558fb-7a78-404d-b875-c30f6503ea3e
39 FI 235	[vers 1906]	Perros-Guirec	_	6 X 13	Plage et falaise de Trestraou.	48.816667	-3.45		vallee	Collection photographique Vallée	15b60274-0c70-4879-9730-caa28fd2386e
26 FI 253	1948-1972	Perros-Guirec	_	24 x 18	Les rochers près de la plage Saint-Guirec (n° d'épreuve 504).	48.816667	-3.45		Henrard	Collection Photographique Henrard	1d1e16bc-7452-4408-8a89-81e3f50a3046
26 FI 240	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestraou (n° d'épreuve 495).	48.816667	-3.45		Henrard	Collection Photographique Henrard	26ea4727-776a-4dc5-ad05-3b002906030a
39 FI 230	[vers 1906]	Perros-Guirec	_	6 X 13	Ploumanac'h : rochers et îlots.	48.816667	-3.45		vallee	Collection photographique Vallée	29e6719e-eae2-4747-93bc-f288321114b8
39 FI 220	[vers 1906]	Perros-Guirec	_	6 X 13	Chapelle de la Clarté.	48.816667	-3.45		vallee	Collection photographique Vallée	2b961ffa-be5c-4b87-9d11-3f3ab58306b1
39 FI 232	[vers 1906]	Perros-Guirec	_	8,5 X 10	Rochers à Trégastel.	48.816667	-3.45		vallee	Collection photographique Vallée	33e097c6-8397-4136-9482-48eb0df86757
43 FI 128	s.d. [fin XIXe-1920]	Perros-Guirec	_	12 X 9	Eglise Saint-Jacques : la nef.	48.816667	-3.45		DuCleuziou	Collection photographique Du Cleuziou	342e11bc-dbc4-4188-840c-69eff6f81a87
26 FI 257	1948-1972	Perros-Guirec	_	24 x 18	Le port (n° d'épreuve 505).	48.816667	-3.45		Henrard	Collection Photographique Henrard	34526de8-3013-405d-8cd4-73f4ed7fbbea
39 FI 221	[vers 1906]	Perros-Guirec	_	6 X 13	Chapelle de la Clarté.	48.816667	-3.45		vallee	Collection photographique Vallée	3dcb32e5-9c58-452b-ac8d-2a518ef58a34
39 FI 225	[vers 1906]	Perros-Guirec	_	6 X 13	Paysage de Ploumanac'h aux environs de la chapelle Saint-Guirec.	48.816667	-3.45		vallee	Collection photographique Vallée	4cf7b1f5-64c0-4ae6-9fa8-eff613df8f37
39 FI 227	[vers 1906]	Perros-Guirec	_	6 X 13	Rochers de Ploumanac'h.	48.816667	-3.45		vallee	Collection photographique Vallée	560e75b9-35a6-4bf6-ae74-79aab772286f
43 FI 129	s.d. [fin XIXe-1920]	Perros-Guirec	_	12 X 9	Eglise Saint-Jacques : piliers.	48.816667	-3.45		DuCleuziou	Collection photographique Du Cleuziou	5ce5f051-91da-4a39-b497-46db38dae57f
26 FI 244	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la côte (n° d'épreuve 28.339).	48.816667	-3.45		Henrard	Collection Photographique Henrard	61b6aafe-0bb7-45c1-920e-3b8b0325fc3f
39 FI 228	[vers 1906]	Perros-Guirec	_	6 X 13	Phare de Ploumanac'h.	48.816667	-3.45		vallee	Collection photographique Vallée	62760893-ca65-4dc8-a8d2-44a167511cbc
39 FI 226	[vers 1906]	Perros-Guirec	_	6 X 13	Vidage de poissons à Ploumanac'h.	48.816667	-3.45		vallee	Collection photographique Vallée	6330e6e8-34f6-4294-86d7-98ec512031e9
18 FI 3	vers 1865	Perros-Guirec	_	36 X 44,5	Phare de Ploumanac'h	48.816667	-3.45	Plaque de verre	Bailly	Collection photographique Bailly	64fa473b-db5d-4eab-9169-4ebff8bcf12a
39 FI 237	[vers 1906]	Perros-Guirec	_	6 X 13	Falaise à  Trestraou.	48.816667	-3.45		vallee	Collection photographique Vallée	6ace841c-ac26-4554-9f94-6cc36230740b
26 FI 248	1948-1972	Perros-Guirec	_	24 x 18	Ile et château de Costaérès (n° d'épreuve 192.206).	48.816667	-3.45		Henrard	Collection Photographique Henrard	7142a0f8-3493-478c-b5cc-315adb4551c7
39 FI 231	[vers 1906]	Perros-Guirec	_	10 X 8,5	Plage de Ploumanac'h.	48.816667	-3.45		vallee	Collection photographique Vallée	72539285-c483-471d-bb53-da8b26e3a472
26 FI 230	1948-1972	Perros-Guirec	_	24 x 18	Le port (n° d'épreuve 28.340).	48.816667	-3.45		Henrard	Collection Photographique Henrard	7b297e61-f425-4d94-ae01-fa2a825c6f96
43 FI 127	s.d. [fin XIXe-1920]	Perros-Guirec	_	12 X 9	Eglise Saint-Jacques : porche.	48.816667	-3.45		DuCleuziou	Collection photographique Du Cleuziou	7b4b7281-b498-44b9-9f0d-ae74d134549f
26 FI 237	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestraou, le Grand Hôtel et le Casino (n° d'épreuve 14.145).	48.816667	-3.45		Henrard	Collection Photographique Henrard	7d734118-0363-4b51-8c7e-ba564880b8e8
26 FI 236	1948-1972	Perros-Guirec	_	24 x 18	Plage de Trestraou (n° d'épreuve 14.144).	48.816667	-3.45		Henrard	Collection Photographique Henrard	7df9c263-baa9-4263-ad4a-19e4f7e46c1a
26 FI 231	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestignel et de la côte (n° d'épreuve 492).	48.816667	-3.45		Henrard	Collection Photographique Henrard	853de528-c462-456b-ba5f-162a4bb013dd
26 FI 226	1948-1972	Perros-Guirec	_	24 x 18	Eglise Saint-Jacques et monument aux Morts (n° d'épreuve 14.146).	48.816667	-3.45		Henrard	Collection Photographique Henrard	8838b1a7-0035-4f84-b7a2-cd4cca8dc641
26 FI 245	1948-1972	Perros-Guirec	_	24 x 18	Phare de Mean Ruz (n° d'épreuve 192.265).	48.816667	-3.45		Henrard	Collection Photographique Henrard	8e36c878-7b6a-4a47-b6f1-dae26b0815a5
43 FI 125	s.d. [fin XIXe-1920]	Perros-Guirec	_	18 X 13	Eglise Saint-Jacques : porche sud.	48.816667	-3.45		DuCleuziou	Collection photographique Du Cleuziou	951f0aae-1bb6-4fee-b90a-183af3504876
39 FI 229	[vers 1906]	Perros-Guirec	_	6 X 13	Phare de Ploumanac'h.	48.816667	-3.45		vallee	Collection photographique Vallée	9ecfca4f-0cf0-49a2-ad32-c016d10431d7
26 FI 242	1948-1972	Perros-Guirec	_	24 x 18	"Hôtel ""La Roseraie"" (n° d'épreuve 497)."	48.816667	-3.45		Henrard	Collection Photographique Henrard	ac6d6fb8-716a-4ba2-9d8f-e82dda31c439
39 FI 233	[vers 1906]	Perros-Guirec	_	6 X 13	Rochers de Trégastel.	48.816667	-3.45		vallee	Collection photographique Vallée	b5ece454-0b54-47fd-b5a1-bc9180577170
26 FI 250	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la côte et des habitations (n° d'épreuve 500).	48.816667	-3.45		Henrard	Collection Photographique Henrard	bae3ea86-c2ec-4599-b41e-5f5498da8b4c
39 FI 234	[vers 1906]	Perros-Guirec	_	6 X 13	Plage et falaise de Trestraou.	48.816667	-3.45		vallee	Collection photographique Vallée	bc769638-5f13-4e4e-9ad8-45444b4b4dc9
26 FI 254	1948-1972	Perros-Guirec	_	24 x 18	Hôtel Caste Beau Site et oratoire Saint-Guirec (n° d'épreuve 14.154).	48.816667	-3.45		Henrard	Collection Photographique Henrard	bd612dd6-a98a-423b-b723-918bd39111e1
39 FI 222	[vers 1906]	Perros-Guirec	_	6 X 13	Oratoire Saint-Guirec.	48.816667	-3.45		vallee	Collection photographique Vallée	c058098a-3a6c-4a74-99f2-416f266caa7c
39 FI 223	[vers 1906]	Perros-Guirec	_	9 X 8,5	Oratoire Saint-Guirec.	48.816667	-3.45		vallee	Collection photographique Vallée	c2ddedec-c307-48a6-ae9e-55376eb6ccaa
39 FI 236	[vers 1906]	Perros-Guirec	_	6 X 13	Rochers à Trestraou.	48.816667	-3.45		vallee	Collection photographique Vallée	c5f152c9-0276-49bb-8563-ed8532a4fbd3
26 FI 234	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestraou (n° d'épreuve 192.198).	48.816667	-3.45		Henrard	Collection Photographique Henrard	c78f6123-7433-44ff-957e-837c372cc768
43 FI 126	s.d. [fin XIXe-1920]	Perros-Guirec	_	18 X 13	Eglise Saint-Jacques : porche sud.	48.816667	-3.45		DuCleuziou	Collection photographique Du Cleuziou	c835823e-b0b3-4699-bb25-cc38b6867b9a
26 FI 256	1948-1972	Perros-Guirec	_	24 x 18	Le port (n° d'épreuve 192.264).	48.816667	-3.45		Henrard	Collection Photographique Henrard	c94c10f3-124d-4716-939f-1cd20ca13b30
39 FI 224	[vers 1906]	Perros-Guirec	_	6 X 13	Oratoire Saint-Guirec.	48.816667	-3.45		vallee	Collection photographique Vallée	ca77446d-fcd0-4172-8ab8-d3468a20924f
26 FI 235	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestraou (n° d'épreuve 14.142).	48.816667	-3.45		Henrard	Collection Photographique Henrard	cb541f01-12ec-4fdf-9d3f-3c578339d2a8
26 FI 251	1948-1972	Perros-Guirec	_	24 x 18	Plage de Saint-Guirec (n° d'épreuve 192.263).	48.816667	-3.45		Henrard	Collection Photographique Henrard	cf081388-9094-44cc-9656-334f9b4a24fe
26 FI 232	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestignel (n° d'épreuve 493).	48.816667	-3.45		Henrard	Collection Photographique Henrard	d03cce7d-9696-4361-9348-79dd43625908
26 FI 247	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la côte et de l'intérieur des terres (n° d'épreuve 502).	48.816667	-3.45		Henrard	Collection Photographique Henrard	d1c66b30-ec3c-41df-bd4f-58cdde74ccd6
26 FI 249	1948-1972	Perros-Guirec	_	24 x 18	Vue générale des plages Saint-Guirec et de la Bastille (n° d'épreuve 503).	48.816667	-3.45		Henrard	Collection Photographique Henrard	d607dc3a-adb2-457d-a8bd-e221637f8428
26 FI 227	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la ville et la mer (n° d'épreuve 14.147).	48.816667	-3.45		Henrard	Collection Photographique Henrard	d69973b3-5658-4d6a-911d-7adb65288213
26 FI 241	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestraou (n° d'épreuve 192.197).	48.816667	-3.45		Henrard	Collection Photographique Henrard	d7649efa-0041-4267-9bc7-1b28901448e1
26 FI 239	1948-1972	Perros-Guirec	_	24 x 18	La plage de Trestraou et le Casino (n° d'épreuve 14.141).	48.816667	-3.45		Henrard	Collection Photographique Henrard	dad456ca-b49c-461d-9ded-31b3cd920063
26 FI 228	1948-1972	Perros-Guirec	_	24 x 18	Place de l'Hôtel de Ville (n° d'épreuve 14.148).	48.816667	-3.45		Henrard	Collection Photographique Henrard	de493857-2d45-43aa-9e0a-068fd7bdaf78
26 FI 238	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestraou, le Grand Hôtel et le Casino (n° d'épreuve 14.149).	48.816667	-3.45		Henrard	Collection Photographique Henrard	e080e2e4-67ae-42d5-b7f7-180df4bcf0a1
26 FI 233	1948-1972	Perros-Guirec	_	24 x 18	Vue générale de la plage de Trestraou, du Casino et du Grand Hôtel (n° d'épreuve 496).	48.816667	-3.45		Henrard	Collection Photographique Henrard	e1b4c93a-5fb6-4e01-8d71-317a621da763
26 FI 252	1948-1972	Perros-Guirec	_	24 x 18	Plage Saint-Guirec, oratoire Saint-Guirec, Hôtel Castel Beau Site et Hôtel Saint-Guirec (n° d'épreuve 501).	48.816667	-3.45		Henrard	Collection Photographique Henrard	f394a7cc-334f-4531-8396-ca59654ef0df
39 FI 238	[vers 1906]	Perros-Guirec	_	6 X 13	Falaise à  Trestraou.	48.816667	-3.45		vallee	Collection photographique Vallée	fac74181-c719-4d5e-82d2-59b936845965
26 FI 229	1948-1972	Perros-Guirec	_	24 x 18	Le port (n° d'épreuve 192.248).	48.816667	-3.45		Henrard	Collection Photographique Henrard	fe330327-6b2f-41a6-8ebd-92c42e9d9863
43 FI 138	s.d. [fin XIXe-1920]	Plaine-Haute	_	18 X 13	Manoir de La Ville Daniel .	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	00e9f2cc-713b-4938-aaea-a8859dce90d0
43 FI 133	s.d. [fin XIXe-1920]	Plaine-Haute	_	12 X 9	Chapelle Sainte-Anne-du-Houlin.	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	19e82d4e-86bc-47a2-bcf2-75d8a47afe0a
